question_id,label,response,difficulty,input_tokens,output_tokens,total_tokens,correct
sample_138,E,E,basic,324,1140,1464,1
sample_139,C,C,basic,313,880,1193,1
sample_140,D,C,basic,223,3951,4174,0
sample_141,D,D,basic,278,675,953,1
sample_142,A,A,basic,486,997,1483,1
sample_143,A,A,basic,243,731,974,1
sample_144,B,B,basic,211,878,1089,1
sample_145,D,A,basic,277,1116,1393,0
sample_146,D,C,basic,345,5250,5595,0
sample_147,D,D,basic,261,997,1258,1
sample_148,D,D,basic,345,793,1138,1
sample_149,B,B,basic,295,780,1075,1
sample_150,E,A,basic,312,960,1272,0
sample_151,A,A,basic,393,1336,1729,1
sample_152,E,E,basic,187,687,874,1
sample_153,A,A,basic,258,1414,1672,1
sample_154,A,A,basic,270,862,1132,1
sample_155,D,D,basic,336,1418,1754,1
sample_156,E,C,basic,360,1601,1961,0
sample_157,B,B,basic,357,670,1027,1
sample_158,A,A,basic,221,1017,1238,1
sample_159,D,D,basic,556,2005,2561,1
sample_160,C,C,basic,449,1184,1633,1
sample_161,D,A,basic,314,1305,1619,0
sample_162,B,B,basic,308,827,1135,1
sample_163,D,D,basic,258,874,1132,1
sample_164,A,A,basic,298,839,1137,1
sample_165,A,,basic,332,1428,1760,0
sample_166,B,B,basic,257,2658,2915,1
sample_167,B,B,basic,259,1005,1264,1
sample_168,D,D,basic,282,1034,1316,1
sample_169,B,B,basic,309,648,957,1
sample_170,D,D,basic,254,986,1240,1
sample_171,C,C,basic,239,592,831,1
sample_172,D,A,basic,302,1630,1932,0
sample_173,C,C,basic,254,899,1153,1
sample_174,A,A,basic,248,1517,1765,1
sample_175,E,E,basic,251,843,1094,1
sample_176,D,D,basic,346,1405,1751,1
sample_177,E,E,basic,260,636,896,1
sample_178,D,D,basic,292,1390,1682,1
sample_179,D,C,basic,283,7003,7286,0
sample_180,D,D,basic,331,1209,1540,1
sample_181,B,D,basic,502,2550,3052,0
sample_182,E,E,basic,234,682,916,1
sample_183,B,A,basic,374,957,1331,0
sample_184,E,C,basic,290,2370,2660,0
sample_185,B,A,basic,347,1157,1504,0
sample_186,D,A,basic,343,827,1170,0
sample_187,C,C,basic,265,866,1131,1
sample_188,B,B,basic,215,404,619,1
sample_189,E,E,basic,294,1617,1911,1
sample_190,C,C,basic,259,1302,1561,1
sample_191,A,A,basic,313,1319,1632,1
sample_192,D,D,basic,215,725,940,1
sample_193,E,E,basic,274,886,1160,1
sample_194,C,C,basic,204,540,744,1
sample_195,C,C,basic,285,1187,1472,1
sample_196,C,C,basic,263,796,1059,1
sample_197,A,B,basic,225,4235,4460,0
sample_198,C,C,basic,352,1458,1810,1
sample_199,E,D,basic,249,4564,4813,0
sample_200,D,D,basic,220,761,981,1
sample_201,B,B,basic,353,902,1255,1
sample_202,B,B,basic,221,844,1065,1
sample_203,D,C,basic,284,650,934,0
sample_204,A,C,basic,306,1254,1560,0
sample_205,C,B,basic,183,2073,2256,0
sample_206,B,B,basic,353,818,1171,1
sample_207,D,D,basic,218,543,761,1
sample_208,A,A,basic,260,1192,1452,1
sample_209,B,B,basic,206,538,744,1
sample_210,A,A,basic,224,1046,1270,1
sample_211,C,C,basic,233,697,930,1
sample_212,B,D,basic,494,4269,4763,0
sample_213,E,A,basic,329,859,1188,0
sample_214,A,A,basic,277,895,1172,1
sample_215,B,B,basic,254,1400,1654,1
sample_216,D,D,basic,258,1485,1743,1
sample_217,E,A,basic,327,4817,5144,0
sample_218,D,D,basic,304,992,1296,1
sample_219,E,E,basic,213,853,1066,1
sample_220,A,A,basic,347,1153,1500,1
sample_221,D,D,basic,357,1112,1469,1
sample_222,A,A,basic,239,2147,2386,1
sample_223,D,D,basic,323,1815,2138,1
sample_224,A,A,basic,285,1463,1748,1
sample_225,C,C,basic,234,935,1169,1
sample_226,C,C,basic,168,666,834,1
sample_227,D,D,basic,441,939,1380,1
sample_228,D,B,basic,262,1443,1705,0
sample_229,A,A,basic,537,1446,1983,1
sample_230,E,E,basic,425,995,1420,1
sample_231,C,C,basic,237,1154,1391,1
sample_232,A,A,basic,269,1111,1380,1
sample_233,D,D,basic,327,1001,1328,1
sample_234,B,B,basic,213,845,1058,1
sample_235,D,E,basic,325,1329,1654,0
sample_236,B,B,basic,255,867,1122,1
sample_237,A,A,basic,220,1932,2152,1
sample_238,B,,basic,381,532,913,0
sample_239,B,B,basic,309,4061,4370,1
sample_240,A,A,basic,311,1763,2074,1
sample_241,E,E,basic,362,640,1002,1
sample_242,B,B,basic,405,5027,5432,1
sample_243,A,A,basic,368,1162,1530,1
sample_244,A,A,basic,278,1875,2153,1
sample_245,E,B,basic,181,604,785,0
sample_246,D,A,basic,425,1365,1790,0
sample_247,A,A,basic,333,1561,1894,1
sample_248,D,D,basic,328,1306,1634,1
sample_249,C,D,basic,210,1285,1495,0
sample_250,B,B,basic,285,1599,1884,1
sample_251,A,D,basic,286,1068,1354,0
sample_252,B,B,basic,212,1067,1279,1
sample_253,A,A,basic,319,1097,1416,1
sample_254,D,D,basic,333,2323,2656,1
sample_255,A,A,basic,260,1008,1268,1
sample_256,C,C,basic,185,720,905,1
sample_257,D,D,basic,244,1182,1426,1
sample_258,D,D,basic,248,1099,1347,1
sample_259,E,E,basic,317,1388,1705,1
sample_260,D,D,basic,286,682,968,1
sample_261,C,C,basic,431,1325,1756,1
sample_262,C,C,basic,257,1017,1274,1
sample_263,E,E,basic,374,1101,1475,1
sample_264,C,D,basic,252,865,1117,0
sample_265,A,D,basic,482,1321,1803,0
sample_266,E,A,basic,254,1337,1591,0
sample_267,B,B,basic,368,1163,1531,1
sample_268,E,E,basic,162,697,859,1
sample_269,E,E,basic,297,1481,1778,1
sample_270,D,D,basic,246,570,816,1
sample_271,C,C,basic,266,830,1096,1
sample_272,B,D,basic,430,1392,1822,0
sample_273,C,C,basic,231,686,917,1
sample_274,A,A,basic,363,1209,1572,1
sample_275,A,A,basic,249,782,1031,1
sample_276,A,A,basic,314,634,948,1
sample_277,C,C,basic,419,892,1311,1
sample_278,D,D,basic,271,1196,1467,1
sample_279,A,A,basic,324,1013,1337,1
sample_280,B,B,basic,423,1360,1783,1
sample_281,B,B,basic,378,637,1015,1
sample_282,D,D,basic,214,804,1018,1
sample_283,A,A,basic,236,1889,2125,1
sample_284,A,A,basic,367,1255,1622,1
sample_285,B,C,basic,362,2300,2662,0
sample_286,D,A,basic,320,957,1277,0
sample_287,D,D,basic,211,623,834,1
sample_288,A,A,basic,594,1281,1875,1
sample_289,B,B,basic,272,1565,1837,1
sample_290,D,D,basic,268,2645,2913,1
sample_291,B,B,basic,304,717,1021,1
sample_292,A,A,basic,289,1076,1365,1
sample_293,D,B,basic,237,596,833,0
sample_294,A,A,basic,332,1041,1373,1
sample_295,A,A,basic,193,715,908,1
sample_296,B,B,basic,196,788,984,1
sample_297,A,A,basic,235,834,1069,1
sample_298,D,D,basic,343,1525,1868,1
sample_299,E,E,basic,291,3868,4159,1
sample_300,B,A,basic,186,843,1029,0
sample_301,D,D,basic,238,1977,2215,1
sample_302,D,D,basic,223,1909,2132,1
sample_303,A,A,basic,316,1081,1397,1
sample_304,D,A,basic,602,3708,4310,0
sample_305,A,A,basic,382,1345,1727,1
sample_306,B,B,basic,233,1006,1239,1
sample_307,C,C,basic,368,899,1267,1
sample_308,C,B,basic,388,1114,1502,0
sample_309,C,C,basic,213,557,770,1
sample_310,D,D,basic,408,601,1009,1
sample_311,B,A,basic,232,1142,1374,0
sample_312,D,D,basic,257,862,1119,1
sample_313,B,B,basic,257,1418,1675,1
sample_314,B,B,basic,346,883,1229,1
sample_315,A,,basic,274,759,1033,0
sample_316,B,B,basic,256,1012,1268,1
sample_317,A,A,basic,257,662,919,1
sample_318,B,E,basic,262,3559,3821,0
sample_319,C,C,basic,244,1095,1339,1
sample_320,B,B,basic,372,2224,2596,1
sample_321,D,B,basic,284,1200,1484,0
sample_322,A,B,basic,314,1252,1566,0
sample_323,D,E,basic,380,2084,2464,0
sample_324,C,A,basic,277,6015,6292,0
sample_325,A,A,basic,523,1107,1630,1
sample_326,C,C,basic,256,957,1213,1
sample_327,B,B,basic,296,1177,1473,1
sample_328,A,A,basic,254,1020,1274,1
sample_329,B,B,basic,320,1048,1368,1
sample_330,B,A,basic,378,909,1287,0
sample_331,C,C,basic,221,2309,2530,1
